確定病名,建檔年份,建檔月份,縣市,性別,國籍,年齡層,確定病例數
結核病,2013,2,台北市,F,本國籍,45-49,3
結核病,2013,2,台北市,F,本國籍,55-59,1
結核病,2013,2,台北市,F,非本國籍,25-29,1
結核病,2013,2,台北市,M,本國籍,15-19,1
結核病,2013,2,台北市,M,本國籍,25-29,3
結核病,2013,2,台北市,M,本國籍,50-54,4
結核病,2013,2,台北市,M,本國籍,60-64,4
結核病,2013,2,台北市,M,本國籍,70+,24
結核病,2013,2,台南市,F,本國籍,20-24,1
結核病,2013,2,台南市,M,本國籍,25-29,1
結核病,2013,2,台南市,M,本國籍,35-39,1
結核病,2013,2,台南市,M,本國籍,70+,13
結核病,2013,2,宜蘭縣,F,本國籍,50-54,1
結核病,2013,2,宜蘭縣,M,本國籍,55-59,1
結核病,2013,2,宜蘭縣,M,本國籍,65-69,1
結核病,2013,2,花蓮縣,M,本國籍,55-59,4
結核病,2013,2,金門縣,F,本國籍,70+,2
結核病,2013,2,南投縣,F,本國籍,70+,1
結核病,2013,2,南投縣,M,本國籍,40-44,3
結核病,2013,2,南投縣,M,本國籍,50-54,1
結核病,2013,2,屏東縣,F,本國籍,30-34,2
結核病,2013,2,屏東縣,F,本國籍,55-59,1
結核病,2013,2,屏東縣,F,本國籍,65-69,1
結核病,2013,2,屏東縣,M,本國籍,35-39,1
結核病,2013,2,屏東縣,M,本國籍,70+,23
結核病,2013,2,苗栗縣,M,本國籍,55-59,1
結核病,2013,2,桃園縣,F,本國籍,20-24,1
結核病,2013,2,桃園縣,M,本國籍,35-39,1
結核病,2013,2,高雄市,F,本國籍,45-49,1
結核病,2013,2,高雄市,F,本國籍,55-59,1
結核病,2013,2,高雄市,M,本國籍,15-19,1
結核病,2013,2,高雄市,M,本國籍,25-29,1
結核病,2013,2,高雄市,M,本國籍,50-54,6
結核病,2013,2,高雄市,M,本國籍,60-64,9
結核病,2013,2,高雄市,M,本國籍,70+,36
結核病,2013,2,基隆市,M,本國籍,15-19,2
結核病,2013,2,基隆市,M,本國籍,40-44,1
結核病,2013,2,基隆市,M,本國籍,50-54,1
結核病,2013,2,雲林縣,F,本國籍,30-34,1
結核病,2013,2,雲林縣,M,本國籍,35-39,1
結核病,2013,2,雲林縣,M,本國籍,45-49,2
結核病,2013,2,雲林縣,M,本國籍,55-59,3
結核病,2013,2,新北市,F,本國籍,45-49,2
結核病,2013,2,新北市,F,本國籍,55-59,5
結核病,2013,2,新北市,F,非本國籍,25-29,2
結核病,2013,2,新北市,M,本國籍,60-64,8
結核病,2013,2,新北市,M,本國籍,70+,29
結核病,2013,2,新竹市,M,本國籍,15-19,1
結核病,2013,2,新竹市,M,本國籍,25-29,2
結核病,2013,2,新竹市,M,本國籍,60-64,1
結核病,2013,2,新竹市,M,本國籍,70+,3
結核病,2013,2,新竹縣,M,本國籍,70+,6
結核病,2013,2,新竹縣,M,非本國籍,30-34,1
結核病,2013,2,嘉義市,M,本國籍,70+,5
結核病,2013,2,嘉義縣,M,本國籍,45-49,1
結核病,2013,2,嘉義縣,M,本國籍,55-59,1
結核病,2013,2,彰化縣,M,本國籍,15-19,1
結核病,2013,2,彰化縣,M,本國籍,50-54,2
結核病,2013,2,彰化縣,M,本國籍,60-64,4
結核病,2013,3,台中市,F,本國籍,30-34,3
結核病,2013,3,台中市,F,本國籍,40-44,1
結核病,2013,3,台中市,M,本國籍,35-39,1
結核病,2013,3,台中市,M,本國籍,45-49,1
結核病,2013,3,台中市,M,本國籍,55-59,10
結核病,2013,3,台中市,M,非本國籍,25-29,2
結核病,2013,3,台北市,F,本國籍,15-19,1
結核病,2013,3,台北市,F,本國籍,60-64,3
結核病,2013,3,台北市,F,本國籍,70+,13
結核病,2013,3,台北市,F,非本國籍,30-34,1
結核病,2013,3,台東縣,F,本國籍,70+,3
結核病,2013,3,台東縣,F,非本國籍,30-34,1
結核病,2013,3,台東縣,M,本國籍,40-44,1
結核病,2013,3,台南市,F,本國籍,25-29,1
結核病,2013,3,台南市,F,本國籍,35-39,1
結核病,2013,3,台南市,F,本國籍,70+,11
結核病,2013,3,台南市,M,本國籍,40-44,3
結核病,2013,3,台南市,M,本國籍,50-54,3
結核病,2013,3,宜蘭縣,M,本國籍,70+,7
結核病,2013,3,花蓮縣,F,本國籍,45-49,1
結核病,2013,3,花蓮縣,M,本國籍,60-64,1
結核病,2013,3,花蓮縣,M,本國籍,70+,4
結核病,2013,3,南投縣,F,本國籍,40-44,1
結核病,2013,3,南投縣,M,本國籍,55-59,1
結核病,2013,3,南投縣,M,本國籍,65-69,4
結核病,2013,3,屏東縣,F,本國籍,35-39,1
結核病,2013,3,屏東縣,F,本國籍,70+,7
結核病,2013,3,屏東縣,M,本國籍,15-19,1
結核病,2013,3,屏東縣,M,本國籍,40-44,1
結核病,2013,3,屏東縣,M,本國籍,50-54,3
結核病,2013,3,苗栗縣,M,本國籍,50-54,3
結核病,2013,3,苗栗縣,M,本國籍,60-64,2
結核病,2013,3,苗栗縣,M,本國籍,70+,3
結核病,2013,3,桃園縣,F,本國籍,35-39,2
結核病,2013,3,桃園縣,F,本國籍,45-49,2
結核病,2013,3,桃園縣,F,非本國籍,25-29,1
結核病,2013,3,桃園縣,M,本國籍,15-19,2
結核病,2013,3,桃園縣,M,本國籍,50-54,6
結核病,2013,3,桃園縣,M,本國籍,60-64,5
結核病,2013,3,桃園縣,M,非本國籍,30-34,3
結核病,2013,3,高雄市,F,本國籍,15-19,2
結核病,2013,3,高雄市,F,本國籍,25-29,1
結核病,2013,3,高雄市,F,本國籍,60-64,4
結核病,2013,3,高雄市,F,本國籍,70+,22
結核病,2013,3,高雄市,F,非本國籍,30-34,1
結核病,2013,3,高雄市,M,本國籍,30-34,2
結核病,2013,3,高雄市,M,本國籍,40-44,5
結核病,2013,3,高雄市,M,本國籍,65-69,9
結核病,2013,3,基隆市,M,本國籍,20-24,1
結核病,2013,3,基隆市,M,本國籍,30-34,1
結核病,2013,3,雲林縣,F,本國籍,55-59,1
結核病,2013,3,雲林縣,M,本國籍,60-64,1
結核病,2013,3,雲林縣,M,本國籍,70+,21
結核病,2013,3,新北市,F,本國籍,25-29,3
結核病,2013,3,新北市,F,本國籍,60-64,2
結核病,2013,3,新北市,F,本國籍,70+,18
結核病,2013,3,新北市,F,非本國籍,30-34,1
結核病,2013,3,新北市,M,本國籍,30-34,5
結核病,2013,3,新北市,M,本國籍,40-44,11
結核病,2013,3,新竹市,F,本國籍,15-19,1
結核病,2013,3,新竹市,F,本國籍,60-64,1
結核病,2013,3,新竹市,F,非本國籍,30-34,1
結核病,2013,3,新竹市,M,本國籍,40-44,1
結核病,2013,3,新竹縣,F,非本國籍,30-34,1
結核病,2013,3,新竹縣,M,本國籍,40-44,1
結核病,2013,3,嘉義市,F,本國籍,70+,3
結核病,2013,3,嘉義市,M,本國籍,40-44,1
結核病,2013,3,嘉義市,M,本國籍,50-54,2
結核病,2013,3,嘉義縣,F,本國籍,55-59,1
結核病,2013,3,嘉義縣,F,本國籍,65-69,1
結核病,2013,3,嘉義縣,M,本國籍,60-64,3
結核病,2013,3,嘉義縣,M,本國籍,70+,11
結核病,2013,3,彰化縣,F,本國籍,25-29,1
結核病,2013,3,彰化縣,F,本國籍,70+,9
結核病,2013,3,彰化縣,F,非本國籍,30-34,1
結核病,2013,3,彰化縣,M,本國籍,20-24,1
結核病,2013,3,彰化縣,M,本國籍,30-34,3
結核病,2013,3,彰化縣,M,本國籍,40-44,1
結核病,2013,3,彰化縣,M,本國籍,65-69,2
結核病,2013,3,澎湖縣,M,本國籍,65-69,1
結核病,2013,3,澎湖縣,M,非本國籍,35-39,1
結核病,2013,3,台中市,F,本國籍,20-24,1
結核病,2013,3,台中市,F,本國籍,45-49,2
結核病,2013,3,台中市,F,本國籍,55-59,2
結核病,2013,3,台中市,F,非本國籍,25-29,1
結核病,2013,3,台中市,M,本國籍,25-29,2
結核病,2013,3,台中市,M,本國籍,60-64,5
結核病,2013,3,台中市,M,本國籍,70+,32
結核病,2013,3,台中市,M,非本國籍,30-34,1
結核病,2013,3,台中市,M,非本國籍,40-44,1
結核病,2013,3,台北市,F,非本國籍,25-29,2
結核病,2013,3,台北市,M,本國籍,15-19,2
結核病,2013,3,台北市,M,本國籍,50-54,6
結核病,2013,3,台北市,M,本國籍,60-64,2
結核病,2013,3,台北市,M,非本國籍,20-24,1
結核病,2013,3,台東縣,M,本國籍,50-54,2
結核病,2013,3,台南市,F,本國籍,50-54,3
結核病,2013,3,台南市,F,本國籍,60-64,1
結核病,2013,3,台南市,F,非本國籍,20-24,3
結核病,2013,3,台南市,F,非本國籍,30-34,1
結核病,2013,3,台南市,F,非本國籍,40-44,1
結核病,2013,3,台南市,M,本國籍,30-34,1
結核病,2013,3,台南市,M,本國籍,65-69,5
結核病,2013,3,宜蘭縣,F,本國籍,30-34,1
結核病,2013,3,宜蘭縣,F,本國籍,40-44,1
結核病,2013,3,宜蘭縣,M,本國籍,55-59,1
結核病,2013,3,花蓮縣,M,本國籍,45-49,1
結核病,2013,3,花蓮縣,M,非本國籍,50-54,1
結核病,2013,3,南投縣,F,非本國籍,35-39,1
結核病,2013,3,南投縣,M,本國籍,35-39,2
結核病,2013,3,南投縣,M,本國籍,45-49,1
結核病,2013,3,南投縣,M,本國籍,70+,8
結核病,2013,3,屏東縣,F,本國籍,60-64,1
結核病,2013,3,屏東縣,M,本國籍,30-34,2
結核病,2013,3,屏東縣,M,本國籍,65-69,2
結核病,2013,3,苗栗縣,F,本國籍,15-19,1
結核病,2013,3,苗栗縣,F,本國籍,25-29,1
結核病,2013,3,苗栗縣,F,本國籍,60-64,1
結核病,2013,3,苗栗縣,F,本國籍,70+,2
結核病,2013,3,桃園縣,F,本國籍,25-29,2
結核病,2013,3,桃園縣,F,本國籍,60-64,1
結核病,2013,3,桃園縣,F,本國籍,70+,6
結核病,2013,3,桃園縣,F,非本國籍,30-34,1
結核病,2013,3,桃園縣,M,本國籍,30-34,3
結核病,2013,3,桃園縣,M,本國籍,40-44,4
結核病,2013,3,高雄市,F,本國籍,30-34,2
結核病,2013,3,高雄市,F,本國籍,40-44,2
結核病,2013,3,高雄市,F,本國籍,50-54,7
結核病,2013,3,高雄市,M,本國籍,20-24,1
結核病,2013,3,高雄市,M,本國籍,45-49,9
結核病,2013,3,高雄市,M,本國籍,55-59,13
結核病,2013,3,高雄市,M,非本國籍,25-29,1
結核病,2013,3,基隆市,M,本國籍,40-44,1
結核病,2013,3,雲林縣,F,本國籍,65-69,1
結核病,2013,3,雲林縣,M,本國籍,35-39,1
結核病,2013,3,雲林縣,M,本國籍,45-49,2
結核病,2013,3,新北市,F,本國籍,40-44,3
結核病,2013,3,新北市,F,本國籍,50-54,2
結核病,2013,3,新北市,F,非本國籍,20-24,3
結核病,2013,3,新北市,M,本國籍,20-24,6
結核病,2013,3,新北市,M,本國籍,45-49,6
結核病,2013,3,新北市,M,本國籍,55-59,10
結核病,2013,3,新北市,M,本國籍,65-69,14
結核病,2013,3,新北市,M,非本國籍,25-29,1
結核病,2013,3,新北市,M,非本國籍,35-39,1
結核病,2013,3,新竹市,M,本國籍,55-59,1
結核病,2013,3,新竹縣,M,本國籍,20-24,1
結核病,2013,3,新竹縣,M,本國籍,55-59,2
結核病,2013,3,新竹縣,M,非本國籍,25-29,1
結核病,2013,3,嘉義市,M,本國籍,60-64,1
結核病,2013,3,嘉義市,M,本國籍,70+,4
結核病,2013,3,嘉義縣,F,本國籍,25-29,1
結核病,2013,3,嘉義縣,F,本國籍,70+,4
結核病,2013,3,彰化縣,F,本國籍,45-49,1
結核病,2013,3,彰化縣,M,本國籍,50-54,2
結核病,2013,3,彰化縣,M,本國籍,60-64,2
結核病,2013,3,彰化縣,M,非本國籍,20-24,2
結核病,2013,3,澎湖縣,M,本國籍,45-49,1
結核病,2013,3,澎湖縣,M,非本國籍,15-19,1
結核病,2013,3,台中市,F,本國籍,25-29,2
結核病,2013,3,台中市,F,本國籍,35-39,1
結核病,2013,3,台中市,F,本國籍,70+,18
結核病,2013,3,台中市,M,本國籍,40-44,4
結核病,2013,3,台中市,M,本國籍,50-54,2
結核病,2013,3,台中市,M,非本國籍,20-24,1
結核病,2013,3,台北市,F,本國籍,30-34,2
結核病,2013,3,台北市,F,非本國籍,35-39,2
結核病,2013,3,台北市,M,本國籍,25-29,1
結核病,2013,3,台北市,M,本國籍,35-39,2
結核病,2013,3,台北市,M,本國籍,70+,32
結核病,2013,3,台東縣,F,本國籍,55-59,1
結核病,2013,3,台東縣,F,本國籍,65-69,2
結核病,2013,3,台東縣,M,本國籍,70+,7
結核病,2013,3,台南市,F,本國籍,30-34,2
結核病,2013,3,台南市,M,本國籍,45-49,8
結核病,2013,3,台南市,M,本國籍,55-59,1
結核病,2013,3,宜蘭縣,F,本國籍,70+,3
結核病,2013,3,宜蘭縣,M,本國籍,40-44,1
結核病,2013,3,宜蘭縣,M,本國籍,65-69,2
結核病,2013,3,花蓮縣,M,本國籍,10-14,1
結核病,2013,3,花蓮縣,M,本國籍,55-59,2
結核病,2013,3,花蓮縣,M,本國籍,65-69,1
結核病,2013,3,南投縣,M,本國籍,50-54,1
結核病,2013,3,南投縣,M,本國籍,60-64,4
結核病,2013,3,南投縣,M,非本國籍,30-34,1
結核病,2013,3,屏東縣,F,本國籍,30-34,1
結核病,2013,3,屏東縣,F,本國籍,40-44,3
結核病,2013,3,屏東縣,M,本國籍,45-49,2
結核病,2013,3,屏東縣,M,本國籍,55-59,6
結核病,2013,3,苗栗縣,F,非本國籍,30-34,1
結核病,2013,3,苗栗縣,M,本國籍,55-59,1
結核病,2013,3,桃園縣,F,本國籍,40-44,1
結核病,2013,3,桃園縣,F,本國籍,50-54,4
結核病,2013,3,桃園縣,M,本國籍,10-14,1
結核病,2013,3,桃園縣,M,本國籍,20-24,2
結核病,2013,3,桃園縣,M,本國籍,45-49,1
結核病,2013,3,桃園縣,M,本國籍,55-59,6
結核病,2013,3,桃園縣,M,本國籍,65-69,4
結核病,2013,3,桃園縣,M,非本國籍,35-39,1
結核病,2013,3,高雄市,F,本國籍,20-24,1
結核病,2013,3,高雄市,F,本國籍,55-59,1
結核病,2013,3,高雄市,F,本國籍,65-69,5
結核病,2013,3,高雄市,F,非本國籍,25-29,2
結核病,2013,3,高雄市,M,本國籍,35-39,6
結核病,2013,3,高雄市,M,本國籍,70+,45
結核病,2013,3,基隆市,M,本國籍,70+,2
結核病,2013,3,雲林縣,F,本國籍,60-64,1
結核病,2013,3,雲林縣,F,非本國籍,30-34,1
結核病,2013,3,雲林縣,M,本國籍,55-59,1
結核病,2013,3,雲林縣,M,本國籍,65-69,1
結核病,2013,3,新北市,F,本國籍,20-24,1
結核病,2013,3,新北市,F,本國籍,30-34,5
結核病,2013,3,新北市,F,本國籍,55-59,4
結核病,2013,3,新北市,F,本國籍,65-69,3
結核病,2013,3,新北市,F,非本國籍,35-39,2
結核病,2013,3,新北市,F,非本國籍,45-49,1
結核病,2013,3,新北市,M,本國籍,25-29,8
結核病,2013,3,新北市,M,本國籍,35-39,5
結核病,2013,3,新北市,M,本國籍,70+,44
結核病,2013,3,新北市,M,非本國籍,40-44,1
結核病,2013,3,新竹市,F,本國籍,65-69,1
結核病,2013,3,新竹縣,F,本國籍,55-59,1
結核病,2013,3,新竹縣,M,本國籍,25-29,1
結核病,2013,3,新竹縣,M,本國籍,70+,2
結核病,2013,3,嘉義市,M,本國籍,55-59,1
結核病,2013,3,嘉義縣,M,本國籍,20-24,1
結核病,2013,3,彰化縣,F,本國籍,65-69,1
結核病,2013,3,彰化縣,M,本國籍,70+,17
結核病,2013,3,澎湖縣,M,本國籍,70+,1
結核病,2013,3,台中市,F,本國籍,15-19,1
結核病,2013,3,台中市,F,本國籍,50-54,1
結核病,2013,3,台中市,F,本國籍,60-64,1
結核病,2013,3,台中市,F,非本國籍,20-24,3
結核病,2013,3,台中市,F,非本國籍,30-34,1
結核病,2013,3,台中市,M,本國籍,20-24,1
結核病,2013,3,台中市,M,本國籍,65-69,7
結核病,2013,3,台北市,F,本國籍,40-44,3
結核病,2013,3,台北市,M,本國籍,45-49,2
結核病,2013,3,台北市,M,本國籍,55-59,4
結核病,2013,3,台北市,M,本國籍,65-69,3
結核病,2013,3,台東縣,F,本國籍,30-34,1
結核病,2013,3,台東縣,M,本國籍,45-49,2
結核病,2013,3,台東縣,M,本國籍,55-59,1
結核病,2013,3,台南市,F,本國籍,65-69,2
結核病,2013,3,台南市,F,非本國籍,25-29,1
結核病,2013,3,台南市,F,非本國籍,35-39,3
結核病,2013,3,台南市,M,本國籍,25-29,3
結核病,2013,3,台南市,M,本國籍,35-39,2
結核病,2013,3,台南市,M,本國籍,60-64,7
結核病,2013,3,台南市,M,本國籍,70+,30
結核病,2013,3,台南市,M,非本國籍,40-44,1
結核病,2013,3,宜蘭縣,M,本國籍,50-54,1
結核病,2013,3,花蓮縣,M,本國籍,30-34,1
結核病,2013,3,花蓮縣,M,本國籍,40-44,2
結核病,2013,3,南投縣,F,本國籍,70+,8
結核病,2013,3,南投縣,M,本國籍,30-34,2
結核病,2013,3,南投縣,M,本國籍,40-44,2
結核病,2013,3,屏東縣,F,本國籍,20-24,2
結核病,2013,3,屏東縣,F,本國籍,55-59,1
結核病,2013,3,屏東縣,F,本國籍,65-69,2
結核病,2013,3,屏東縣,F,非本國籍,25-29,1
結核病,2013,3,屏東縣,M,本國籍,60-64,5
結核病,2013,3,屏東縣,M,本國籍,70+,15
結核病,2013,3,苗栗縣,F,非本國籍,35-39,1
結核病,2013,3,苗栗縣,M,本國籍,45-49,1
結核病,2013,3,桃園縣,F,本國籍,30-34,3
結核病,2013,3,桃園縣,F,本國籍,55-59,2
結核病,2013,3,桃園縣,F,本國籍,65-69,2
結核病,2013,3,桃園縣,M,本國籍,25-29,1
結核病,2013,3,桃園縣,M,本國籍,35-39,2
結核病,2013,3,桃園縣,M,本國籍,70+,19
結核病,2013,3,高雄市,F,本國籍,35-39,3
結核病,2013,3,高雄市,F,本國籍,45-49,3
結核病,2013,3,高雄市,M,本國籍,15-19,2
結核病,2013,3,高雄市,M,本國籍,50-54,6
結核病,2013,3,高雄市,M,本國籍,60-64,7
結核病,2013,3,基隆市,F,本國籍,40-44,2
結核病,2013,3,基隆市,M,本國籍,45-49,2
結核病,2013,3,基隆市,M,本國籍,55-59,2
結核病,2013,3,雲林縣,F,本國籍,70+,9
結核病,2013,3,雲林縣,M,本國籍,50-54,4
結核病,2013,3,新北市,F,本國籍,35-39,1
結核病,2013,3,新北市,F,本國籍,45-49,4
結核病,2013,3,新北市,F,非本國籍,25-29,3
結核病,2013,3,新北市,F,非本國籍,50-54,1
結核病,2013,3,新北市,M,本國籍,50-54,12
結核病,2013,3,新北市,M,本國籍,60-64,10
結核病,2013,3,新北市,M,非本國籍,30-34,1
結核病,2013,3,新竹市,F,本國籍,35-39,1
結核病,2013,3,新竹市,F,非本國籍,25-29,1
結核病,2013,3,新竹市,M,本國籍,5-9,1
結核病,2013,3,新竹市,M,本國籍,50-54,1
結核病,2013,3,新竹市,M,本國籍,70+,2
結核病,2013,3,新竹市,M,非本國籍,30-34,1
結核病,2013,3,新竹縣,F,本國籍,35-39,2
結核病,2013,3,新竹縣,M,本國籍,60-64,1
結核病,2013,3,新竹縣,M,非本國籍,20-24,2
結核病,2013,3,嘉義市,F,本國籍,15-19,1
結核病,2013,3,嘉義市,F,本國籍,50-54,1
結核病,2013,3,嘉義市,F,本國籍,60-64,1
結核病,2013,3,嘉義市,F,非本國籍,20-24,1
結核病,2013,3,嘉義縣,M,本國籍,45-49,1
結核病,2013,3,彰化縣,F,本國籍,30-34,1
結核病,2013,3,彰化縣,F,本國籍,40-44,1
結核病,2013,3,彰化縣,M,本國籍,45-49,2
結核病,2013,3,彰化縣,M,本國籍,55-59,1
結核病,2013,3,彰化縣,M,非本國籍,25-29,2
結核病,2013,3,澎湖縣,F,本國籍,25-29,1
結核病,2013,4,台中市,F,本國籍,20-24,3
結核病,2013,4,台中市,F,本國籍,30-34,1
結核病,2013,4,台中市,F,非本國籍,35-39,3
結核病,2013,4,台中市,M,本國籍,35-39,4
結核病,2013,4,台中市,M,本國籍,45-49,6
結核病,2013,4,台中市,M,非本國籍,15-19,1
結核病,2013,4,台北市,F,本國籍,10-14,1
結核病,2013,4,台北市,F,本國籍,55-59,1
結核病,2013,4,台北市,F,本國籍,65-69,3
結核病,2013,4,台北市,F,非本國籍,25-29,1
結核病,2013,4,台北市,F,非本國籍,35-39,1
結核病,2013,4,台北市,M,本國籍,35-39,1
結核病,2013,4,台北市,M,本國籍,70+,31
結核病,2013,4,台東縣,F,本國籍,55-59,2
結核病,2013,4,台東縣,M,本國籍,35-39,1
結核病,2013,4,台東縣,M,本國籍,70+,7
結核病,2013,4,台南市,F,本國籍,25-29,1
結核病,2013,4,台南市,F,本國籍,35-39,1
結核病,2013,4,台南市,F,本國籍,70+,7
結核病,2013,4,台南市,M,本國籍,40-44,3
結核病,2013,4,台南市,M,本國籍,50-54,4
結核病,2013,4,宜蘭縣,F,本國籍,60-64,1
結核病,2013,4,宜蘭縣,M,非本國籍,45-49,1
結核病,2013,4,花蓮縣,M,本國籍,45-49,2
結核病,2013,4,花蓮縣,M,本國籍,55-59,4
結核病,2013,4,花蓮縣,M,本國籍,65-69,1
結核病,2013,4,金門縣,F,本國籍,70+,1
結核病,2013,4,南投縣,F,本國籍,40-44,1
結核病,2013,4,南投縣,F,本國籍,50-54,2
結核病,2013,4,南投縣,M,本國籍,45-49,2
結核病,2013,4,屏東縣,F,本國籍,25-29,1
結核病,2013,4,屏東縣,F,本國籍,70+,9
結核病,2013,4,屏東縣,M,本國籍,40-44,3
結核病,2013,4,屏東縣,M,本國籍,50-54,5
結核病,2013,4,苗栗縣,F,非本國籍,25-29,2
結核病,2013,4,苗栗縣,M,本國籍,50-54,1
結核病,2013,4,苗栗縣,M,本國籍,60-64,1
結核病,2013,4,苗栗縣,M,非本國籍,20-24,1
結核病,2013,4,桃園縣,F,本國籍,35-39,1
結核病,2013,4,桃園縣,F,本國籍,70+,6
結核病,2013,4,桃園縣,M,本國籍,15-19,2
結核病,2013,4,桃園縣,M,本國籍,40-44,5
結核病,2013,4,桃園縣,M,本國籍,50-54,4
結核病,2013,4,桃園縣,M,本國籍,60-64,3
結核病,2013,4,桃園縣,M,非本國籍,30-34,1
結核病,2013,4,高雄市,F,本國籍,50-54,4
結核病,2013,4,高雄市,F,本國籍,60-64,1
結核病,2013,4,高雄市,M,本國籍,20-24,2
結核病,2013,4,高雄市,M,本國籍,65-69,8
結核病,2013,4,基隆市,F,本國籍,45-49,1
結核病,2013,4,基隆市,F,本國籍,55-59,1
結核病,2013,4,基隆市,M,本國籍,60-64,1
結核病,2013,4,基隆市,M,本國籍,70+,4
結核病,2013,4,雲林縣,F,非本國籍,20-24,1
結核病,2013,4,雲林縣,M,本國籍,55-59,1
結核病,2013,4,雲林縣,M,本國籍,65-69,4
結核病,2013,4,新北市,F,本國籍,15-19,2
結核病,2013,4,新北市,F,本國籍,25-29,1
結核病,2013,4,新北市,F,本國籍,50-54,1
結核病,2013,4,新北市,F,本國籍,60-64,1
結核病,2013,4,新北市,F,本國籍,70+,18
結核病,2013,4,新北市,F,非本國籍,30-34,1
結核病,2013,4,新北市,M,本國籍,20-24,4
結核病,2013,4,新北市,M,本國籍,30-34,8
結核病,2013,4,新北市,M,本國籍,65-69,6
結核病,2013,4,新北市,M,非本國籍,35-39,1
結核病,2013,4,新竹市,F,本國籍,70+,2
結核病,2013,4,新竹市,M,本國籍,40-44,1
結核病,2013,4,新竹縣,F,本國籍,15-19,1
結核病,2013,4,新竹縣,F,本國籍,70+,1
結核病,2013,4,新竹縣,M,本國籍,20-24,2
結核病,2013,4,新竹縣,M,本國籍,65-69,2
結核病,2013,4,嘉義市,M,本國籍,35-39,1
結核病,2013,4,嘉義市,M,本國籍,45-49,1
結核病,2013,4,嘉義縣,M,本國籍,60-64,2
